,SchoolYear,OrganizationLevel,DistrictName,StudentGroupType,StudentGroup,Domain,PreparedForK_Percent
351,2019-20,School,Aberdeen School District,FreeLunch,Non-Low Income,Cognitive,
352,2019-20,School,Aberdeen School District,FreeLunch,Non-Low Income,Language,
353,2019-20,School,Aberdeen School District,FreeLunch,Non-Low Income,Literacy,
354,2019-20,School,Aberdeen School District,FreeLunch,Non-Low Income,Math,
355,2019-20,School,Aberdeen School District,FreeLunch,Non-Low Income,NumberofDomains,
356,2019-20,School,Aberdeen School District,FreeLunch,Non-Low Income,Physical,
357,2019-20,School,Aberdeen School District,FreeLunch,Non-Low Income,SocialEmotional,
358,2019-20,School,Aberdeen School District,Gender,Female,Cognitive,0.8570
359,2019-20,School,Aberdeen School District,Gender,Female,Language,0.9290
360,2019-20,School,Aberdeen School District,Gender,Female,Literacy,0.8570
361,2019-20,School,Aberdeen School District,Gender,Female,Math,0.6430
362,2019-20,School,Aberdeen School District,Gender,Female,NumberofDomains,
363,2019-20,School,Aberdeen School District,Gender,Female,Physical,1.0000
364,2019-20,School,Aberdeen School District,Gender,Female,SocialEmotional,0.7860
365,2019-20,School,Aberdeen School District,Gender,Male,Cognitive,
366,2019-20,School,Aberdeen School District,Gender,Male,Language,
367,2019-20,School,Aberdeen School District,Gender,Male,Literacy,
368,2019-20,School,Aberdeen School District,Gender,Male,Math,
369,2019-20,School,Aberdeen School District,Gender,Male,NumberofDomains,
370,2019-20,School,Aberdeen School District,Gender,Male,Physical,
371,2019-20,School,Aberdeen School District,Gender,Male,SocialEmotional,
372,2019-20,School,Aberdeen School District,isHomeless,Non-Homeless,Cognitive,0.9090
373,2019-20,School,Aberdeen School District,isHomeless,Non-Homeless,Language,0.8180
374,2019-20,School,Aberdeen School District,isHomeless,Non-Homeless,Literacy,0.8640
375,2019-20,School,Aberdeen School District,isHomeless,Non-Homeless,Math,0.6820
376,2019-20,School,Aberdeen School District,isHomeless,Non-Homeless,NumberofDomains,
377,2019-20,School,Aberdeen School District,isHomeless,Non-Homeless,Physical,0.9550
378,2019-20,School,Aberdeen School District,isHomeless,Non-Homeless,SocialEmotional,0.7270
379,2019-20,School,Aberdeen School District,isMigrant,Non Migrant,Cognitive,0.9090
380,2019-20,School,Aberdeen School District,Bilingual,English Language Learners,Literacy,
381,2019-20,School,Aberdeen School District,isMigrant,Non Migrant,Language,0.8180
382,2019-20,School,Aberdeen School District,isMigrant,Non Migrant,Literacy,0.8640
383,2019-20,School,Aberdeen School District,isMigrant,Non Migrant,Math,0.6820
384,2019-20,School,Aberdeen School District,isMigrant,Non Migrant,NumberofDomains,
385,2019-20,School,Aberdeen School District,isMigrant,Non Migrant,Physical,0.9550
386,2019-20,School,Aberdeen School District,isMigrant,Non Migrant,SocialEmotional,0.7270
387,2019-20,School,Aberdeen School District,SpecialEd,Students with Disabilities,Cognitive,
388,2019-20,School,Aberdeen School District,SpecialEd,Students with Disabilities,Language,
389,2019-20,School,Aberdeen School District,SpecialEd,Students with Disabilities,Literacy,
390,2019-20,School,Aberdeen School District,SpecialEd,Students with Disabilities,Math,
391,2019-20,School,Aberdeen School District,SpecialEd,Students with Disabilities,NumberofDomains,
392,2019-20,School,Aberdeen School District,SpecialEd,Students with Disabilities,Physical,
393,2019-20,School,Aberdeen School District,SpecialEd,Students with Disabilities,SocialEmotional,
394,2019-20,School,Aberdeen School District,SpecialEd,Students without Disabilities,Cognitive,0.8950
395,2019-20,School,Aberdeen School District,SpecialEd,Students without Disabilities,Language,0.8950
396,2019-20,School,Aberdeen School District,SpecialEd,Students without Disabilities,Literacy,0.8420
397,2019-20,School,Aberdeen School District,SpecialEd,Students without Disabilities,Math,0.6320
398,2019-20,School,Aberdeen School District,SpecialEd,Students without Disabilities,NumberofDomains,
399,2019-20,School,Aberdeen School District,SpecialEd,Students without Disabilities,Physical,1.0000
400,2019-20,School,Aberdeen School District,SpecialEd,Students without Disabilities,SocialEmotional,0.7890
401,2019-20,School,Aberdeen School District,All,All Students,Cognitive,0.5960
402,2019-20,School,Aberdeen School District,All,All Students,Language,0.5770
403,2019-20,School,Aberdeen School District,All,All Students,Literacy,0.6150
404,2019-20,School,Aberdeen School District,All,All Students,Math,0.5380
405,2019-20,School,Aberdeen School District,All,All Students,NumberofDomains,
406,2019-20,School,Aberdeen School District,All,All Students,Physical,0.7690
407,2019-20,School,Aberdeen School District,All,All Students,SocialEmotional,0.5580
408,2019-20,School,Aberdeen School District,Bilingual,English Language Learners,Cognitive,
409,2019-20,School,Aberdeen School District,Bilingual,English Language Learners,Language,
410,2019-20,School,Aberdeen School District,Bilingual,English Language Learners,Math,
411,2019-20,School,Aberdeen School District,Bilingual,English Language Learners,NumberofDomains,
412,2019-20,School,Aberdeen School District,Bilingual,English Language Learners,Physical,
413,2019-20,School,Aberdeen School District,Bilingual,English Language Learners,SocialEmotional,
414,2019-20,School,Aberdeen School District,Bilingual,Non-English Language Learners,Cognitive,0.6170
415,2019-20,School,Aberdeen School District,Bilingual,Non-English Language Learners,Language,0.6170
416,2019-20,School,Aberdeen School District,Bilingual,Non-English Language Learners,Literacy,0.6170
417,2019-20,School,Aberdeen School District,Bilingual,Non-English Language Learners,Math,0.5320
418,2019-20,School,Aberdeen School District,Bilingual,Non-English Language Learners,NumberofDomains,
419,2019-20,School,Aberdeen School District,Bilingual,Non-English Language Learners,Physical,0.7450
420,2019-20,School,Aberdeen School District,Bilingual,Non-English Language Learners,SocialEmotional,0.5530
421,2019-20,School,Aberdeen School District,FederalRaceEthnicity,Asian,Cognitive,
422,2019-20,School,Aberdeen School District,FederalRaceEthnicity,Asian,Language,
423,2019-20,School,Aberdeen School District,FederalRaceEthnicity,Asian,Literacy,
424,2019-20,School,Aberdeen School District,FederalRaceEthnicity,Asian,Math,
425,2019-20,School,Aberdeen School District,FederalRaceEthnicity,Asian,NumberofDomains,
426,2019-20,School,Aberdeen School District,FederalRaceEthnicity,Asian,Physical,
427,2019-20,School,Aberdeen School District,FederalRaceEthnicity,Asian,SocialEmotional,
428,2019-20,School,Aberdeen School District,FederalRaceEthnicity,Black/ African American,Cognitive,
429,2019-20,School,Aberdeen School District,FederalRaceEthnicity,Black/ African American,Language,
430,2019-20,School,Aberdeen School District,FederalRaceEthnicity,Black/ African American,Literacy,
431,2019-20,School,Aberdeen School District,FederalRaceEthnicity,Black/ African American,Math,
432,2019-20,School,Aberdeen School District,FederalRaceEthnicity,Black/ African American,NumberofDomains,
433,2019-20,School,Aberdeen School District,FederalRaceEthnicity,Black/ African American,Physical,
434,2019-20,School,Aberdeen School District,FederalRaceEthnicity,Black/ African American,SocialEmotional,
435,2019-20,School,Aberdeen School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Cognitive,0.6000
436,2019-20,School,Aberdeen School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Language,0.5000
437,2019-20,School,Aberdeen School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Literacy,0.7000
438,2019-20,School,Aberdeen School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Math,0.6000
439,2019-20,School,Aberdeen School District,FreeLunch,Non-Low Income,Physical,0.8000
440,2019-20,School,Aberdeen School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),NumberofDomains,
441,2019-20,School,Aberdeen School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Physical,0.8000
442,2019-20,School,Aberdeen School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),SocialEmotional,0.7000
443,2019-20,School,Aberdeen School District,FederalRaceEthnicity,Two or More Races,Cognitive,
444,2019-20,School,Aberdeen School District,FederalRaceEthnicity,Two or More Races,Language,
445,2019-20,School,Aberdeen School District,FederalRaceEthnicity,Two or More Races,Literacy,
446,2019-20,School,Aberdeen School District,FederalRaceEthnicity,Two or More Races,Math,
447,2019-20,School,Aberdeen School District,FederalRaceEthnicity,Two or More Races,NumberofDomains,
448,2019-20,School,Aberdeen School District,FederalRaceEthnicity,Two or More Races,Physical,
449,2019-20,School,Aberdeen School District,FederalRaceEthnicity,Two or More Races,SocialEmotional,
450,2019-20,School,Aberdeen School District,FederalRaceEthnicity,White,Cognitive,0.6670
451,2019-20,School,Aberdeen School District,FederalRaceEthnicity,White,Language,0.6970
452,2019-20,School,Aberdeen School District,FederalRaceEthnicity,White,Literacy,0.6970
453,2019-20,School,Aberdeen School District,FederalRaceEthnicity,White,Math,0.6060
454,2019-20,School,Aberdeen School District,FederalRaceEthnicity,White,NumberofDomains,
455,2019-20,School,Aberdeen School District,FederalRaceEthnicity,White,Physical,0.7880
456,2019-20,School,Aberdeen School District,FederalRaceEthnicity,White,SocialEmotional,0.6060
457,2019-20,School,Aberdeen School District,FreeLunch,Low-Income,Cognitive,0.5410
458,2019-20,School,Aberdeen School District,FreeLunch,Low-Income,Language,0.4860
459,2019-20,School,Aberdeen School District,FreeLunch,Low-Income,Literacy,0.5950
460,2019-20,School,Aberdeen School District,FreeLunch,Low-Income,Math,0.5140
461,2019-20,School,Aberdeen School District,FreeLunch,Low-Income,NumberofDomains,
462,2019-20,School,Aberdeen School District,FreeLunch,Low-Income,Physical,0.7570
463,2019-20,School,Aberdeen School District,FreeLunch,Low-Income,SocialEmotional,0.5680
464,2019-20,School,Aberdeen School District,FreeLunch,Non-Low Income,Cognitive,0.7330
465,2019-20,School,Aberdeen School District,FreeLunch,Non-Low Income,Language,0.8000
466,2019-20,School,Aberdeen School District,FreeLunch,Non-Low Income,Literacy,0.6670
467,2019-20,School,Aberdeen School District,FreeLunch,Non-Low Income,Math,0.6000
468,2019-20,School,Aberdeen School District,FreeLunch,Non-Low Income,NumberofDomains,
469,2019-20,School,Aberdeen School District,FreeLunch,Non-Low Income,SocialEmotional,0.5330
470,2019-20,School,Aberdeen School District,Gender,Female,Cognitive,0.6960
471,2019-20,School,Aberdeen School District,Gender,Female,Language,0.6520
472,2019-20,School,Aberdeen School District,Gender,Female,Literacy,0.6520
473,2019-20,School,Aberdeen School District,Gender,Female,Math,0.5650
474,2019-20,School,Aberdeen School District,Gender,Female,NumberofDomains,
475,2019-20,School,Aberdeen School District,Gender,Female,Physical,0.8700
476,2019-20,School,Aberdeen School District,Gender,Female,SocialEmotional,0.6960
477,2019-20,School,Aberdeen School District,Gender,Male,Cognitive,0.5170
478,2019-20,School,Aberdeen School District,Gender,Male,Language,0.5170
479,2019-20,School,Aberdeen School District,Gender,Male,Literacy,0.5860
480,2019-20,School,Aberdeen School District,Gender,Male,Math,0.5170
481,2019-20,School,Aberdeen School District,Gender,Male,NumberofDomains,
482,2019-20,School,Aberdeen School District,Gender,Male,Physical,0.6900
483,2019-20,School,Aberdeen School District,Gender,Male,SocialEmotional,0.4480
484,2019-20,School,Aberdeen School District,isHomeless,Homeless,Cognitive,
485,2019-20,School,Aberdeen School District,isHomeless,Homeless,Language,
486,2019-20,School,Aberdeen School District,isHomeless,Homeless,Literacy,
487,2019-20,School,Aberdeen School District,isHomeless,Homeless,Math,
488,2019-20,School,Aberdeen School District,isHomeless,Homeless,NumberofDomains,
489,2019-20,School,Aberdeen School District,isHomeless,Homeless,Physical,
490,2019-20,School,Aberdeen School District,isHomeless,Homeless,SocialEmotional,
491,2019-20,School,Aberdeen School District,isHomeless,Non-Homeless,Cognitive,0.6200
492,2019-20,School,Aberdeen School District,isHomeless,Non-Homeless,Language,0.6000
493,2019-20,School,Aberdeen School District,isHomeless,Non-Homeless,Literacy,0.6400
494,2019-20,School,Aberdeen School District,isHomeless,Non-Homeless,Math,0.5600
495,2019-20,School,Aberdeen School District,isHomeless,Non-Homeless,NumberofDomains,
496,2019-20,School,Aberdeen School District,isHomeless,Non-Homeless,Physical,0.7800
497,2019-20,School,Aberdeen School District,isHomeless,Non-Homeless,SocialEmotional,0.5800
498,2019-20,School,Aberdeen School District,isMigrant,Non Migrant,Cognitive,0.5960
499,2019-20,School,Aberdeen School District,isMigrant,Non Migrant,Language,0.5770
500,2019-20,School,Aberdeen School District,isMigrant,Non Migrant,Literacy,0.6150
501,2019-20,School,Aberdeen School District,isMigrant,Non Migrant,Math,0.5380
502,2019-20,School,Aberdeen School District,isMigrant,Non Migrant,NumberofDomains,
503,2019-20,School,Aberdeen School District,isMigrant,Non Migrant,Physical,0.7690
504,2019-20,School,Aberdeen School District,isMigrant,Non Migrant,SocialEmotional,0.5580
505,2019-20,School,Aberdeen School District,SpecialEd,Students with Disabilities,Cognitive,
506,2019-20,School,Aberdeen School District,SpecialEd,Students with Disabilities,Language,
507,2019-20,School,Aberdeen School District,SpecialEd,Students with Disabilities,Literacy,
508,2019-20,School,Aberdeen School District,SpecialEd,Students with Disabilities,Math,
509,2019-20,School,Aberdeen School District,SpecialEd,Students with Disabilities,NumberofDomains,
510,2019-20,School,Aberdeen School District,SpecialEd,Students with Disabilities,Physical,
511,2019-20,School,Aberdeen School District,SpecialEd,Students with Disabilities,SocialEmotional,
512,2019-20,School,Aberdeen School District,SpecialEd,Students without Disabilities,Cognitive,0.6250
513,2019-20,School,Aberdeen School District,SpecialEd,Students without Disabilities,Language,0.6250
514,2019-20,School,Aberdeen School District,SpecialEd,Students without Disabilities,Literacy,0.6040
515,2019-20,School,Aberdeen School District,SpecialEd,Students without Disabilities,Math,0.5420
516,2019-20,School,Aberdeen School District,SpecialEd,Students without Disabilities,NumberofDomains,
517,2019-20,School,Aberdeen School District,SpecialEd,Students without Disabilities,Physical,0.7920
518,2019-20,School,Aberdeen School District,SpecialEd,Students without Disabilities,SocialEmotional,0.5630
519,2019-20,School,Aberdeen School District,All,All Students,Cognitive,0.4400
520,2019-20,School,Aberdeen School District,All,All Students,Language,0.6400
521,2019-20,School,Aberdeen School District,All,All Students,Literacy,0.4600
522,2019-20,School,Aberdeen School District,All,All Students,Math,0.2600
523,2019-20,School,Aberdeen School District,All,All Students,NumberofDomains,
524,2019-20,School,Aberdeen School District,All,All Students,Physical,0.8800
525,2019-20,School,Aberdeen School District,All,All Students,SocialEmotional,0.5600
526,2019-20,School,Aberdeen School District,Bilingual,English Language Learners,Cognitive,0.4550
